"AphiaID","phylum","class","order","family","genus","species","group","redlist_category","records","max_year","target_gene","source_obis","source_dna"
217352,"Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus albimarginatus","fish","VU",6,1961,,TRUE,
217341,"Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus brachyurus","fish","VU",3,1895,,TRUE,
105789,"Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus falciformis","fish","VU",3,,,TRUE,
105790,"Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus galapagensis","fish",,1,,,TRUE,
105792,"Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus leucas","fish","NT",6,2014,,TRUE,
105793,"Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus limbatus","fish","NT",5,2012,,TRUE,
105796,"Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus obscurus","fish","EN",5,,,TRUE,
217342,"Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus porosus","fish","CR",11,2012,,TRUE,
277105,"Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","Cephaloscyllium ventriosum","fish",,3,,,TRUE,
105799,"Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Galeocerdo","Galeocerdo cuvier","fish","NT",6,1965,,TRUE,
105820,"Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Galeorhinus","Galeorhinus galeus","fish","CR",1,1957,,TRUE,
398259,"Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus","Mustelus albipinnis","fish",,1,1965,,TRUE,
271381,"Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus","Mustelus californicus","fish",,20,1985,,TRUE,
271382,"Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus","Mustelus dorsalis","fish","VU",4,1889,,TRUE,
271386,"Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus","Mustelus henlei","fish",,4,1974,,TRUE,
271389,"Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus","Mustelus lunulatus","fish",,14,1993,,TRUE,
281637,"Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Nasolamia","Nasolamia velox","fish","EN",7,1967,,TRUE,
105800,"Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Negaprion","Negaprion brevirostris","fish","NT",14,1967,,TRUE,
105801,"Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Prionace","Prionace glauca","fish","NT",3,,,TRUE,
271327,"Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Rhizoprionodon","Rhizoprionodon longurio","fish","VU",35,1974,,TRUE,
105816,"Chordata","Elasmobranchii","Carcharhiniformes","Sphyrnidae","Sphyrna","Sphyrna lewini","fish","CR",58,1987,,TRUE,
158517,"Chordata","Elasmobranchii","Carcharhiniformes","Sphyrnidae","Sphyrna","Sphyrna tiburo","fish","EN",3,,,TRUE,
105818,"Chordata","Elasmobranchii","Carcharhiniformes","Sphyrnidae","Sphyrna","Sphyrna tudes","fish","CR",2,1919,,TRUE,
105819,"Chordata","Elasmobranchii","Carcharhiniformes","Sphyrnidae","Sphyrna","Sphyrna zygaena","fish","VU",11,1957,,TRUE,
214557,"Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Triaenodon","Triaenodon obesus","fish","VU",2,2012,,TRUE,
279060,"Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Triakis","Triakis semifasciata","fish",,1,1986,,TRUE,
271656,"Chordata","Elasmobranchii","Echinorhiniformes","Echinorhinidae","Echinorhinus","Echinorhinus cookei","fish",,1,,,TRUE,
276694,"Chordata","Elasmobranchii","Heterodontiformes","Heterodontidae","Heterodontus","Heterodontus francisci","fish",,15,1989,,TRUE,
276697,"Chordata","Elasmobranchii","Heterodontiformes","Heterodontidae","Heterodontus","Heterodontus mexicanus","fish",,14,1986,,TRUE,
276700,"Chordata","Elasmobranchii","Heterodontiformes","Heterodontidae","Heterodontus","Heterodontus quoyi","fish",,2,1948,,TRUE,
105833,"Chordata","Elasmobranchii","Hexanchiformes","Hexanchidae","Hexanchus","Hexanchus griseus","fish","NT",1,,,TRUE,
220019,"Chordata","Elasmobranchii","Lamniformes","Alopiidae","Alopias","Alopias pelagicus","fish","EN",4,1996,,TRUE,
105835,"Chordata","Elasmobranchii","Lamniformes","Alopiidae","Alopias","Alopias superciliosus","fish","VU",2,,,TRUE,
105836,"Chordata","Elasmobranchii","Lamniformes","Alopiidae","Alopias","Alopias vulpinus","fish","VU",2,,,TRUE,
105838,"Chordata","Elasmobranchii","Lamniformes","Lamnidae","Carcharodon","Carcharodon carcharias","fish","VU",2,,,TRUE,
105839,"Chordata","Elasmobranchii","Lamniformes","Lamnidae","Isurus","Isurus oxyrinchus","fish","EN",3,1972,,TRUE,
105844,"Chordata","Elasmobranchii","Lamniformes","Odontaspididae","Odontaspis","Odontaspis ferox","fish","VU",1,,,TRUE,
217426,"Chordata","Elasmobranchii","Myliobatiformes","Myliobatidae","Aetobatus","Aetobatus narinari","fish","EN",1,2012,,TRUE,
271428,"Chordata","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","Dasyatis brevis","fish",,3,1974,,TRUE,
271476,"Chordata","Elasmobranchii","Myliobatiformes","Gymnuridae","Gymnura","Gymnura crebripunctata","fish","NT",15,1974,,TRUE,
